,Company,Title,Description,Location,Salary
979,Westpac Group,Senior Business Analyst,"
Data Modelling experience (preferred). Lead Business Analyst in major end-to-end business process re-engineering or business transformation initiatives;...",Sydney Central Business District NSW,
980,Ignite,Business Analyst,"
                            Junior-Mid level Business Analyst. If you are a junior to mid-level Business Analyst, please APPLY NOW. This role would be ideal for Business Analysts with 2-5...",Sydney NSW,"<span class=""no-wrap"">
                $600 - $700 a day</span>"
981,Ignite,Reporting/Planning Data Analyst,"
                            Join a large telco as a Business / Reporting Data Analyst on a contract basis working closely with senior business unit representatives, other analysts and...",Melbourne VIC,"<span class=""no-wrap"">
                $450 - $550 a day</span>"
982,Ignite,Data Analyst,"
                            Ability to gather and interpret relevant data and information. Create and maintain test data required to exercise test cases....",Canberra ACT,"<span class=""no-wrap"">
                $80,000 - $90,000 a year</span>"
983,Ignite,Business Analyst,"
                            Junior-Mid level Business Analyst. If you are a junior to mid-level Business Analyst, please APPLY NOW. This role would be ideal for Business Analysts with 2-5...",Sydney NSW,"<span class=""no-wrap"">
                $600 - $700 a day</span>"
984,Ignite,Reporting/Planning Data Analyst,"
                            Join a large telco as a Business / Reporting Data Analyst on a contract basis working closely with senior business unit representatives, other analysts and...",Melbourne VIC,"<span class=""no-wrap"">
                $450 - $550 a day</span>"
985,Ignite,Data Analyst,"
                            Ability to gather and interpret relevant data and information. Create and maintain test data required to exercise test cases....",Canberra ACT,"<span class=""no-wrap"">
                $80,000 - $90,000 a year</span>"
986,Energy Exemplar,Technical Analyst,"
            We back our software with quality local technical support, data and implementation services. As a Technical Analyst, you will enjoy problem solving and turning...",Adelaide SA,
987,Lizard Children's Centre,Behaviour Therapist - Sydney,"
            You will receive full in-house training with our team of Board Certified Behaviour Analysts and Clinicians before being placed on to our programs....",Sydney NSW,
988,Datalicious,Web Analyst (with Telco background),"
            Analytics data contribution to business planning, proposals and program evaluation. Data imagination - you can devise different ways to evaluate the analytics...",North Sydney NSW,
989,Webroot,Advanced Malware Removal Engineer,"
            Webroot is actively seeking Malware Security Analyst. Strong analytical skills, the ability to identify new trends based on incoming data streams....",Sydney NSW,
990,Hudl,ScrumMaster,"
            Using our video and data to make awesome highlights for teams and athletes—automatically. Our goal is to change the way coaches, athletes and analysts prepare...",Sydney NSW,
991,Powerstaff Consulting,SAS Tester,"
            Full knowledge of Test Data management,. Global IT Services Provider is looking to hire an experienced SAS Test Analyst to work on-site at their Tier 1 Client...",North Sydney NSW,
992,Palantir Technologies,Deployment Strategist,"
            We partner with the most important institutions in the world to transform how they use data and technology. Present the results of our work and proposals for...",Sydney NSW,
993,ING,Product Owner,"
            Experience as a Business Analyst with demonstrable stakeholder management ability. You will be seen as the central point for analysing and managing requests,...",Sydney NSW,
994,Replenishment,Capacity and Flow Analyst,"
            Ability to extract and transform data from management information systems to input into data driven insights. Capacity and Flow Analyst | A Fresh New Direction....",New South Wales,
995,Ogilvy,Technical Business Analyst,"
            3+ years of experience working as a Functional, Data or Business Analyst. As a Business Analyst, you’re responsible for setting up and leading the requirements...",Sydney NSW,
996,Robert Half Australia,Business Analyst | Business Intelligence | SQL | PowerBI,"
                            Proven Business Analyst experience on BI related projects. Strong data analysis skills - what information is needed to project forward?...",Sydney NSW,
997,QBE Insurance,Senior Data Scientist,"
                            Senior Data Scientist. Leading analytical conversation with business centred on ""The art of the possible using data science"", exploring data from a modelling...",Sydney NSW,
998,Robert Half Australia,Business Analyst | Business Intelligence | SQL | PowerBI,"
                            Proven Business Analyst experience on BI related projects. Strong data analysis skills - what information is needed to project forward?...",Sydney NSW,
999,Digital Alchemy,Technical Business Analyst (L2 Support),"
            Experience in UNIX shell scripting, SQL and excellent data analysis skills. Minimum 2 years experience as a Junior Business Analyst as a professional problem...",Sydney NSW,
1000,Zinfra,Analyst - Electricity Network Faults,"
            Ability to quickly troubleshoot problems that may arise in data integrity. The Field Delivery Analyst – Electricity Network Faults will be required to perform...",Bangholme VIC,
1001,Programmed Professionals,Loyalty Data Analyst,"
            Strong and solid data experience in data modelling, data structure, data mapping and data cleansing and translation is essential....",Sydney NSW,"<span class=""no-wrap"">
                $700 - $800 a day</span>"
1002,Hexagon Geosystems,Technical Analyst,"
            Report Writing and data analysis. Data migration, database to database. The Technical Analyst will also provide training, instruction and advice to our...",Perth WA,
1003,Nine Entertainment,Web QA Analyst,"
            In addition, we have a long-running strategic relationship with Microsoft, selling their suite of advertising products while leveraging their world-leading...",Sydney NSW,
1004,Replenishment,Network Range Analyst,"
            Ability to extract and transform data from management information systems to input into data driven insights. Network Range Analyst | A Fresh New Direction....",New South Wales,
1005,MasterCard,Technical Operations Analyst,"
            Are you passionate about data? Our Data Operations team is responsible for processing and supporting the data feeds (including out of hours) for a variety of...",Rozelle NSW,
