,Company,Title,Description,Location,Salary
205,"<span class=""company"">
<a href=""/cmp/Amazon.com"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=2c8809d6d7b77da8&amp;jcid=fe2d21eef233e94a')"" rel=""noopener"" target=""_blank"">
    Amazon.com</a></span>",Field Quality Engineer,"
            Knowledge of Wi-Fi networks,WAN (GSM/UMTS/HSDPA/LTE) and TCP/IP network data flow. Investigate and troubleshoot technical issues and consult with Dev teams to...",Sydney NSW,
206,"<span class=""company"">
<a href=""/cmp/Neustar,-Inc."" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=29a4bad3545e103b&amp;jcid=07c3e0956fe7fc26')"" rel=""noopener"" target=""_blank"">
    Neustar, Inc.</a></span>",Senior Systems Engineer (DNS Engineer),"
            R-1371 Senior Systems Engineer (DNS Engineer) (Open). Automation, configuration management, provisioning, data collection and optimising the DNS application....",Melbourne VIC,
207,"<span class=""company"">
    Cloud Specialists</span>",Support Desk & Systems Engineer,"
            Perform data backups and disaster recovery operations. A Support Desk and Systems Engineer is responsible for resolving any IT related issues and will provide...",Sydney NSW,
208,"<span class=""company"">
    IGT Australia Pty Ltd</span>",Support Systems Engineer,"
            Proficient data entry skills with proven high level. Systems Customer Liaison - Sydney....",Sydney NSW,
209,"<span class=""company"">
    TheDriveGroup</span>",Junior / Mid Level Data Scientist x 2,"
            Junior - Mid Level Data Scientist / Data Analyst x 2. You will be joining a passionate team of high-performance big data engineers, data scientists, product...",Sydney NSW,"<span class=""no-wrap"">
                $110,000 a year</span>"
210,"<span class=""company"">
    Avenir Consulting (Australia)</span>","Operational Risk Manager - Traded, IR, Treasury & Risk Quant...","
            Exposure to quantitative modeling, manipulating large amounts of data, SQL queries. An International Investment Bank is looking for an Operational Risk Manager...",Sydney Central Business District NSW,
211,"<span class=""company"">
    Amplify Partners</span>",Full Stack Java Engineers - Greenfield Projects,"
            Experience in designing data persistence and caching concepts using both SQL and NoSQL DBMS (e.g.:. We're seeking Full Stack Java Engineers, who are forward...",Sydney NSW,"<span class=""no-wrap"">
                $115,000 a year</span>"
212,"<span class=""company"">
    Securite</span>",Pre and Post Sales Security Engineer,"
            Web and Email traffic data flow. Information Security - Pre-Sales and Service Delivery Engineer. We seek an exceptional engineer who understands security...",Sydney NSW,
213,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Australian-Antarctic-Division"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=767111fd58e3e641&amp;jcid=634a64937ed89159')"" rel=""noopener"" target=""_blank"">
    Australian Antarctic Division</a></span>",Electronics Engineer,"
                            As the Electronics Engineer you will support the AAD’s scientific program by installing, commissioning, maintaining, calibrating and modifying electronic...",Australia,"<span class=""no-wrap"">
                $85,907 a year</span>"
214,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=5ed01b4a1972d638&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Big Data Engineer,"
                            Enterprise Data Warehouse / Data Lake architectures. You are an experienced Big Data Engineer with exceptional communication skills....",Sydney NSW,
215,"<span class=""company"">
<a href=""/cmp/Bombardier"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=f026c3dd5184b00d&amp;jcid=b3f8eab3b50969f8')"" rel=""noopener"" target=""_blank"">
    Bombardier</a></span>",Fleet Engineer Electrical,"
            Fleet Engineer Electrical-TAPA-AUWU01494416. Establish systems and mechanisms for recording, analyzing, reporting and investigating performance data....",Brisbane QLD,
216,"<span class=""company"">
<a href=""/cmp/Nec-Australia"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=6ed4421004bc238c&amp;jcid=b4349952cc28450e')"" rel=""noopener"" target=""_blank"">
    NEC Australia</a></span>",Senior Systems Engineer,"
Data Protection Certification. Intimate knowledge of Storage and Data Protection Vendor Offerings. Delivery of Storage and Data Protection services across all...",Sydney NSW,
217,"<span class=""company"">
<a href=""/cmp/Zoopla-Property-Group"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=4224b220f69d8e43&amp;jcid=4cd78f7eeca691bf')"" rel=""noopener"" target=""_blank"">
    Zoopla Property Group</a></span>",Senior Automation Test Analyst,"
            A combination of unique data, industry expertise and analytical precision has made Hometrack a trusted leader in property data and automated valuations....",Sydney NSW,
218,"<span class=""company"">
<a href=""/cmp/Google"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=5bb00a6de7e25ae3&amp;jcid=a5b4499d9e91a5c6')"" rel=""noopener"" target=""_blank"">
    Google</a></span>","Technical Solutions Engineer, Chrome and Android, Google Clo...","
            Experience working with various Data Base Management Systems, data mining and analysis. Act as a consultant and knowledge base for Product Managers, Sales...",Sydney NSW,
219,"<span class=""company"">
<a href=""/cmp/Expedia,-Inc."" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=82079b58ee17b171&amp;jcid=19af92080aec41b6')"" rel=""noopener"" target=""_blank"">
    Expedia</a></span>",Software Development Engineer,"
            Expedia We believe that great change begins with individuals who are given the freedom to make a difference, and we champion this in all that we do here at...",Brisbane QLD,
220,"<span class=""company"">
<a href=""/cmp/Aristocrat-Technologies"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=9d1f495242a10f22&amp;jcid=2b00c1ee3167c0db')"" rel=""noopener"" target=""_blank"">
    Aristocrat Technologies</a></span>",Software Development Engineer III,"
            Software Development Engineer III. This includes preparing test data, test procedures and documentation. Working effectively in a team, and communicating with...",North Ryde NSW,
221,"<span class=""company"">
    TRIO Test &amp; Measurement</span>",Sales Engineer – Electrical & Industrial,"
            Electrical and temperature measurement and data logging Extech Instruments – electrical, industrial and environmental measuring instruments FLIR Systems –...",Norwood SA,
222,"<span class=""company"">
<a href=""/cmp/Komatsu-Mining"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=b650ae614ceaf8aa&amp;jcid=ebc6ce1504e464e6')"" rel=""noopener"" target=""_blank"">
    Komatsu Mining</a></span>",Automation Service Engineer - Electrical Longwall,"
            An exciting opportunity exists for an exceptional, technically minded Electrical Service Engineer to join our global organization....",Hunter Valley NSW,
223,"<span class=""company"">
    Ashdown Consulting</span>",Design Engineer (Wintel / VMware),"
            The Design/Implementation Engineer develops a detailed design and migration plan within a specialised technical discipline, contributing to the relocation of a...",Sydney NSW,"<span class=""no-wrap"">
                $100,000 a year</span>"
224,"<span class=""company"">
<a class=""turnstileLink"" data-tn-element=""companyName"" href=""/cmp/Robert-Walters"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=5ed01b4a1972d638&amp;jcid=f01c2f55ec3054bf')"" rel=""noopener"" target=""_blank"">
    Robert Walters</a></span>",Big Data Engineer,"
                            Enterprise Data Warehouse / Data Lake architectures. You are an experienced Big Data Engineer with exceptional communication skills....",Sydney NSW,
225,"<span class=""company"">
    GoCatch</span>",iOS Developer - Dream Job,"
                            You will join experienced engineers and be involved in the development of solutions that have an impact on people immediately on release....",Sydney NSW,
226,"<span class=""company"">
    Transurban Group</span>",Electrical and Control Systems Asset Engineer,"
            You’ll bring your expert technical and asset management know-how to the table and make risk-based decisions and recommendations that are supported by asset...",Melbourne VIC,
227,"<span class=""company"">
    ROKT</span>",Product Manager,"
            You will work with an elite team of engineers, designers, data scientists and machine learning experts to create products that improve, personalise and match...",Sydney NSW,
228,"<span class=""company"">
    Brennan IT</span>",Brisbane: Field Services Technician,"
            This key role within Brennan's Voice and Data team is to provide facilities field services support to Brennan Voice and Data clients, Brennan IT engineers and...",Brisbane QLD,
229,"<span class=""company"">
    A V Immigration And Careers Consultancy Private Li...</span>",work and settle electronics & telecommunication engineer in...,"
            Finding creative solutions to the challenges of network design, mobile communications, data service requirements and internet and network signalling protocols;...",Australia,
230,"<span class=""company"">
    ROKT</span>",Software Engineer (Clojure),"
            Working alongside other talented and thoughtful software engineers. We are happy to consider engineers at any level....",Sydney NSW,
231,"<span class=""company"">
    ROKT</span>",Software Engineer,"
            A demonstrable knowledge of data structures and basic algorithms. Working alongside some of the best and brightest software engineers....",Sydney NSW,
232,"<span class=""company"">
<a href=""/cmp/Raytheon"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=59307be7344a822b&amp;jcid=aa53b551f9df0210')"" rel=""noopener"" target=""_blank"">
    Raytheon</a></span>",Senior Systems Engineer,"
            Systems Engineer II / Analyst who will execute tasking strategies using national level resource systems to perform analysis of high-interest communications...",Alice Springs NT,
233,"<span class=""company"">
<a href=""/cmp/Immersive-Technologies"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=afb8bda0834bcda4&amp;jcid=2c5a4aeba162a024')"" rel=""noopener"" target=""_blank"">
    Immersive Technologies</a></span>",Graduate to Mid-Level Software Engineer,"
            In depth understanding of software development fundamentals including OO, algorithms and data structures. 60K - 75k per annum....",Perth WA,
234,"<span class=""company"">
<a href=""/cmp/Intrax-Consulting-Engineers"" onmousedown=""this.href = appendParamsOnce(this.href, 'from=SERP&amp;campaignid=serp-linkcompanyname&amp;fromjk=c4f2d3a9a59ff6a1&amp;jcid=8d1ba276d32512c4')"" rel=""noopener"" target=""_blank"">
    Intrax Consulting <b>Engineers</b></a></span>",Geotechnical Engineer - Team Leader,"
            We are looking for an enthusiastic Geotechnical Engineer to join our team of talented engineers in the Site Classification department as a Team Leader ....",Melbourne VIC,
235,"<span class=""company"">
    GoCatch</span>",iOS Developer - Dream Job,"
                            You will join experienced engineers and be involved in the development of solutions that have an impact on people immediately on release....",Sydney NSW,
